"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Jan 19 13:39:18 GMT 2023","Thu Jan 19 13:39:19 GMT 2023","192","","test_api","","","","test_get_list_users",""
"passed","Thu Jan 19 13:39:22 GMT 2023","Thu Jan 19 13:39:22 GMT 2023","395","","test_api","","","","test_login_unsuccessful",""
"passed","Thu Jan 19 13:39:21 GMT 2023","Thu Jan 19 13:39:21 GMT 2023","385","","test_api","","","","test_register_unsuccessful",""
"passed","Thu Jan 19 13:39:20 GMT 2023","Thu Jan 19 13:39:21 GMT 2023","432","","test_api","","","","test_delete_user",""
"passed","Thu Jan 19 13:39:20 GMT 2023","Thu Jan 19 13:39:20 GMT 2023","382","","test_api","","","","test_update_user",""
"passed","Thu Jan 19 13:39:21 GMT 2023","Thu Jan 19 13:39:21 GMT 2023","323","","test_api","","","","test_register_successful",""
"passed","Thu Jan 19 13:39:19 GMT 2023","Thu Jan 19 13:39:19 GMT 2023","394","","test_api","","","","test_get_single_user",""
"passed","Thu Jan 19 13:39:19 GMT 2023","Thu Jan 19 13:39:19 GMT 2023","385","","test_api","","","","test_get_single_user_not_found",""
"passed","Thu Jan 19 13:39:19 GMT 2023","Thu Jan 19 13:39:20 GMT 2023","389","","test_api","","","","test_post_create",""
"passed","Thu Jan 19 13:39:21 GMT 2023","Thu Jan 19 13:39:22 GMT 2023","390","","test_api","","","","test_login_successful",""
