"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Dec 10 20:08:55 GMT 2022","Sat Dec 10 20:08:55 GMT 2022","308","","test_api","","","","test_register_successful",""
"passed","Sat Dec 10 20:08:56 GMT 2022","Sat Dec 10 20:08:56 GMT 2022","331","","test_api","","","","test_login_unsuccessful",""
"passed","Sat Dec 10 20:08:54 GMT 2022","Sat Dec 10 20:08:54 GMT 2022","122","","test_api","","","","test_get_single_user",""
"passed","Sat Dec 10 20:08:56 GMT 2022","Sat Dec 10 20:08:56 GMT 2022","309","","test_api","","","","test_login_successful",""
"passed","Sat Dec 10 20:08:54 GMT 2022","Sat Dec 10 20:08:54 GMT 2022","309","","test_api","","","","test_get_single_user_not_found",""
"passed","Sat Dec 10 20:08:55 GMT 2022","Sat Dec 10 20:08:55 GMT 2022","366","","test_api","","","","test_delete_user",""
"passed","Sat Dec 10 20:08:54 GMT 2022","Sat Dec 10 20:08:54 GMT 2022","306","","test_api","","","","test_post_create",""
"passed","Sat Dec 10 20:08:53 GMT 2022","Sat Dec 10 20:08:54 GMT 2022","194","","test_api","","","","test_get_list_users",""
"passed","Sat Dec 10 20:08:55 GMT 2022","Sat Dec 10 20:08:56 GMT 2022","339","","test_api","","","","test_register_unsuccessful",""
"passed","Sat Dec 10 20:08:54 GMT 2022","Sat Dec 10 20:08:55 GMT 2022","309","","test_api","","","","test_update_user",""
