"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Feb 04 22:00:39 GMT 2023","Sat Feb 04 22:00:39 GMT 2023","439","","test_api","","","","test_register[test_data1-valid_schema1-400]",""
"passed","Sat Feb 04 22:00:36 GMT 2023","Sat Feb 04 22:00:36 GMT 2023","115","","test_api","","","","test_get_list_users[7-valid_schema3-200]",""
"passed","Sat Feb 04 22:00:36 GMT 2023","Sat Feb 04 22:00:36 GMT 2023","449","","test_api","","","","test_get_list_users[3-valid_schema2-200]",""
"passed","Sat Feb 04 22:00:37 GMT 2023","Sat Feb 04 22:00:37 GMT 2023","412","","test_api","","","","test_get_single_user[1-valid_schema0-200-key_list0-1]",""
"passed","Sat Feb 04 22:00:36 GMT 2023","Sat Feb 04 22:00:37 GMT 2023","423","","test_api","","","","test_get_list_users[10-valid_schema4-200]",""
"passed","Sat Feb 04 22:00:38 GMT 2023","Sat Feb 04 22:00:39 GMT 2023","409","","test_api","","","","test_register[test_data0-valid_schema0-200]",""
"passed","Sat Feb 04 22:00:36 GMT 2023","Sat Feb 04 22:00:36 GMT 2023","117","","test_api","","","","test_get_list_users[2-valid_schema1-200]",""
"passed","Sat Feb 04 22:00:37 GMT 2023","Sat Feb 04 22:00:38 GMT 2023","429","","test_api","","","","test_get_single_user[3-valid_schema2-200-key_list2-3]",""
"passed","Sat Feb 04 22:00:35 GMT 2023","Sat Feb 04 22:00:36 GMT 2023","462","","test_api","","","","test_get_list_users[1-valid_schema0-200]",""
"passed","Sat Feb 04 22:00:37 GMT 2023","Sat Feb 04 22:00:37 GMT 2023","117","","test_api","","","","test_get_single_user[2-valid_schema1-200-key_list1-2]",""
"passed","Sat Feb 04 22:00:38 GMT 2023","Sat Feb 04 22:00:38 GMT 2023","117","","test_api","","","","test_get_single_user[103-valid_schema4-404-None-None]",""
"passed","Sat Feb 04 22:00:38 GMT 2023","Sat Feb 04 22:00:38 GMT 2023","436","","test_api","","","","test_get_single_user[99-valid_schema3-404-None-None]",""
