"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Feb 04 20:12:39 GMT 2023","Sat Feb 04 20:12:39 GMT 2023","107","","test_api","","","","test_get_single_user[3-valid_schema2-200-key_list2-3]",""
"passed","Sat Feb 04 20:12:39 GMT 2023","Sat Feb 04 20:12:39 GMT 2023","105","","test_api","","","","test_get_single_user[1-valid_schema0-200-key_list0-1]",""
"passed","Sat Feb 04 20:12:38 GMT 2023","Sat Feb 04 20:12:38 GMT 2023","105","","test_api","","","","test_get_list_users[2-valid_schema1-200]",""
"passed","Sat Feb 04 20:12:38 GMT 2023","Sat Feb 04 20:12:38 GMT 2023","294","","test_api","","","","test_get_list_users[7-valid_schema3-200]",""
"passed","Sat Feb 04 20:12:39 GMT 2023","Sat Feb 04 20:12:39 GMT 2023","105","","test_api","","","","test_get_single_user[2-valid_schema1-200-key_list1-2]",""
"passed","Sat Feb 04 20:12:37 GMT 2023","Sat Feb 04 20:12:38 GMT 2023","338","","test_api","","","","test_get_list_users[1-valid_schema0-200]",""
"passed","Sat Feb 04 20:12:38 GMT 2023","Sat Feb 04 20:12:38 GMT 2023","114","","test_api","","","","test_get_list_users[3-valid_schema2-200]",""
"passed","Sat Feb 04 20:12:40 GMT 2023","Sat Feb 04 20:12:40 GMT 2023","287","","test_api","","","","test_register[test_data0-valid_schema0-200]",""
"passed","Sat Feb 04 20:12:39 GMT 2023","Sat Feb 04 20:12:40 GMT 2023","293","","test_api","","","","test_get_single_user[103-valid_schema4-404-None-None]",""
"passed","Sat Feb 04 20:12:40 GMT 2023","Sat Feb 04 20:12:40 GMT 2023","289","","test_api","","","","test_register[test_data1-valid_schema1-400]",""
"passed","Sat Feb 04 20:12:39 GMT 2023","Sat Feb 04 20:12:39 GMT 2023","288","","test_api","","","","test_get_single_user[99-valid_schema3-404-None-None]",""
"passed","Sat Feb 04 20:12:38 GMT 2023","Sat Feb 04 20:12:39 GMT 2023","290","","test_api","","","","test_get_list_users[10-valid_schema4-200]",""
