"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Feb 05 08:33:28 GMT 2023","Sun Feb 05 08:33:28 GMT 2023","98","","test_api","","","","test_get_list_users[2-valid_schema1-200]",""
"passed","Sun Feb 05 08:33:29 GMT 2023","Sun Feb 05 08:33:29 GMT 2023","286","","test_api","","","","test_get_list_users[10-valid_schema4-200]",""
"passed","Sun Feb 05 08:33:28 GMT 2023","Sun Feb 05 08:33:29 GMT 2023","102","","test_api","","","","test_get_list_users[3-valid_schema2-200]",""
"passed","Sun Feb 05 08:33:30 GMT 2023","Sun Feb 05 08:33:30 GMT 2023","282","","test_api","","","","test_get_single_user[103-valid_schema4-404-None-None]",""
"passed","Sun Feb 05 08:33:28 GMT 2023","Sun Feb 05 08:33:28 GMT 2023","105","","test_api","","","","test_get_list_users[1-valid_schema0-200]",""
"passed","Sun Feb 05 08:33:29 GMT 2023","Sun Feb 05 08:33:29 GMT 2023","91","","test_api","","","","test_get_single_user[1-valid_schema0-200-key_list0-1]",""
"passed","Sun Feb 05 08:33:29 GMT 2023","Sun Feb 05 08:33:29 GMT 2023","91","","test_api","","","","test_get_single_user[3-valid_schema2-200-key_list2-3]",""
"passed","Sun Feb 05 08:33:29 GMT 2023","Sun Feb 05 08:33:30 GMT 2023","274","","test_api","","","","test_get_single_user[99-valid_schema3-404-None-None]",""
"passed","Sun Feb 05 08:33:29 GMT 2023","Sun Feb 05 08:33:29 GMT 2023","302","","test_api","","","","test_get_list_users[7-valid_schema3-200]",""
"passed","Sun Feb 05 08:33:30 GMT 2023","Sun Feb 05 08:33:31 GMT 2023","277","","test_api","","","","test_register[test_data1-valid_schema1-400]",""
"passed","Sun Feb 05 08:33:29 GMT 2023","Sun Feb 05 08:33:29 GMT 2023","90","","test_api","","","","test_get_single_user[2-valid_schema1-200-key_list1-2]",""
"passed","Sun Feb 05 08:33:30 GMT 2023","Sun Feb 05 08:33:30 GMT 2023","280","","test_api","","","","test_register[test_data0-valid_schema0-200]",""
